Date	Day	Action	Actor	Target	Agent	Event	Country	Location	Issue	Linkdate	Time	Reds	Red missing	Red injured	Red deaths	Whites	White missing	White injured	White dead	Source	No event	Sources
2-Mar-20	Tue	battle	Bolsheviks	Whites		Bolsheviks attack eastern front	Russia	Tikhoretskaia	civil war			15000	0	8	3	8000	0	101	31	Kenez 1977		
3-Mar-20	Wed	battle	Bolsheviks	Cossacks		"SR forces become Bolsheviks, battle Cossacks"	Russia	Kuban	civil war			5000	0	31	8	5000	0	8	3	Kenez 1977		
3-Mar-20	Wed	battle	Bolsheviks	White		Bolsheviks attack eastern front	Russia	Irkutsk	civil war			15000	0	8	3	5000	0	8	3	Mawdsley		
4-Mar-20	Thu	battle	Bolsheviks	Cossacks		"SR forces become Bolsheviks, battle Cossacks"	Russia	Kuban	civil war			5000	0	31	8	5000	0	8	3	Kenez 1977		
4-Mar-20	Thu	battle	Poles	Bolsheviks		Poles try to oust Bolsheviks from Mozyr	Belarus	Mozyr	Polish independence			12000	0	8	3	20000	0	8	3	Davies		
4-Mar-20	Thu	battle	Bolsheviks	White		Bolsheviks attack eastern front	Russia	Irkutsk	civil war			15000	0	8	3	5000	0	8	3	Mawdsley		
5-Mar-20	Fri	battle	Bolsheviks	Cossacks		"SR forces become Bolsheviks, battle Cossacks"	Russia	Kuban	civil war			5000	0	31	8	5000	0	8	3	Kenez 1977		
5-Mar-20	Fri	battle	Poles	Bolsheviks		Poles try to oust Bolsheviks from Mozyr	Belarus	Mozyr	Polish independence			12000	0	8	3	20000	0	8	3	Davies		
5-Mar-20	Fri	battle	Bolsheviks	White		Bolsheviks attack eastern front	Russia	Irkutsk	civil war			15000	0	8	3	5000	0	8	3	Mawdsley		
6-Mar-20	Sat	battle	Bolsheviks	Cossacks		"SR forces become Bolsheviks, battle Cossacks"	Russia	Kuban	civil war			5000	0	31	8	5000	0	8	3	Kenez 1977		
6-Mar-20	Sat	battle	Poles	Bolsheviks		Poles try to oust Bolsheviks from Mozyr	Belarus	Mozyr	Polish independence			12000	0	8	3	20000	0	8	3	Davies		
7-Mar-20	Sun	battle	Bolsheviks	Cossacks		"SR forces become Bolsheviks, battle Cossacks"	Russia	Kuban	civil war			5000	0	31	8	5000	0	8	3	Kenez 1977		
7-Mar-20	Sun	battle	Poles	Bolsheviks		Poles occupy Mozyr	Belarus	Mozyr	Polish independence			12000	301	101	31	20000	0	8	3	Davies		
8-Mar-20	Mon	battle	Bolsheviks	Cossacks		"SR forces become Bolsheviks, battle Cossacks"	Russia	Kuban	civil war			5000	0	31	8	5000	0	8	3	Kenez 1977		
9-Mar-20	Tue	battle	Bolsheviks	Cossacks		"SR forces become Bolsheviks, battle Cossacks"	Russia	Kuban	civil war			5000	0	31	8	5000	0	8	3	Kenez 1977		
10-Mar-20	Wed	battle	Bolsheviks	Cossacks		"SR forces become Bolsheviks, battle Cossacks"	Russia	Kuban	civil war			5000	0	31	8	5000	0	8	3	Kenez 1977		
11-Mar-20	Thu	battle	Bolsheviks	Cossacks		"SR forces become Bolsheviks, battle Cossacks"	Russia	Kuban	civil war			5000	0	31	8	5000	0	8	3	Kenez 1977		
12-Mar-20	Fri	battle	Bolsheviks	Cossacks		"SR forces become Bolsheviks, battle Cossacks"	Russia	Kuban	civil war			5000	0	31	8	5000	0	8	3	Kenez 1977		
13-Mar-20	Sat	battle	Bolsheviks	Cossacks		"SR forces become Bolsheviks, battle Cossacks"	Russia	Kuban	civil war			5000	0	31	8	5000	0	8	3	Kenez 1977		
14-Mar-20	Sun	battle	Bolsheviks	Cossacks		"SR forces become Bolsheviks, battle Cossacks"	Russia	Kuban	civil war			5000	0	31	8	5000	0	8	3	Kenez 1977		
15-Mar-20	Mon	battle	Bolsheviks	Cossacks		"SR forces become Bolsheviks, battle Cossacks"	Russia	Kuban	civil war			5000	0	31	8	5000	0	8	3	Kenez 1977		
16-Mar-20	Tue	battle	Bolsheviks	Cossacks		"SR forces become Bolsheviks, battle Cossacks"	Russia	Kuban	civil war			5000	0	31	8	5000	0	8	3	Kenez 1977		
17-Mar-20	Wed	battle	Bolsheviks	Cossacks		"SR forces become Bolsheviks, battle Cossacks"	Russia	Kuban	civil war			5000	0	31	8	5000	0	8	3	Kenez 1977		
18-Mar-20	Thu	battle	Bolsheviks	Cossacks		"SR forces become Bolsheviks, battle Cossacks"	Russia	Kuban	civil war			5000	0	31	8	5000	0	8	3	Kenez 1977		
19-Mar-20	Fri	battle	Bolsheviks	Cossacks		"SR forces become Bolsheviks, battle Cossacks"	Russia	Kuban	civil war			5000	0	31	8	5000	0	8	3	Kenez 1977		
19-Mar-20	Fri	battle	Bolsheviks	Poles		Bolsheviks' counterattack falls short	Belarus	Zhlobin	Bolshevik control			20000	0	301	101	12000	0	31	8	Davies		
20-Mar-20	Sat	battle	Bolsheviks	Cossacks		"SR forces become Bolsheviks, battle Cossacks"	Russia	Kuban	civil war			5000	0	31	8	5000	0	8	3	Kenez 1977		
20-Mar-20	Sat	battle	Bolsheviks	Poles		Bolsheviks' counterattack against Poles	Belarus	Zhlobin	Bolshevik control			28568	0	101	31	22000	0	31	8	Davies		
20-Mar-20	Sat	mutiny	Orlov	Whites		again Orlov mutinies	Ukraine	Simferopol	civil war			200	0	0	0	500	0	8	3	Kenez 1977		
21-Mar-20	Sun	battle	Bolsheviks	Cossacks		"SR forces become Bolsheviks, battle Cossacks"	Russia	Kuban	civil war			5000	0	31	8	5000	0	8	3	Kenez 1977		
21-Mar-20	Sun	battle	Whites	Orlov		Whites defeat Orlov resolutely	Ukraine	Simferopol	civil war			200	101	31	8	500	0	0	0	Kenez 1977		
21-Mar-20	Sun	battle	Bolsheviks	Poles		Bolsheviks' counterattack against Poles	Belarus	Zhlobin	Bolshevik control			28568	0	101	31	22000	0	31	8	Davies		
22-Mar-20	Mon	battle	Bolsheviks	Cossacks		"SR forces become Bolsheviks, battle Cossacks"	Russia	Kuban	civil war			5000	0	31	8	5000	0	8	3	Kenez 1977		
22-Mar-20	Mon	battle	Bolsheviks	Poles		Bolsheviks' counterattack against Poles	Belarus	Zhlobin	Bolshevik control			28568	0	101	31	22000	0	31	8	Davies		
23-Mar-20	Tue	battle	Bolsheviks	Cossacks		"SR forces become Bolsheviks, battle Cossacks"	Russia	Kuban	civil war			5000	0	31	8	5000	0	8	3	Kenez 1977		
23-Mar-20	Tue	battle	Bolsheviks	Poles		Bolsheviks' counterattack against Poles	Belarus	Zhlobin	Bolshevik control			28568	0	101	31	22000	0	31	8	Davies		
24-Mar-20	Wed	battle	Bolsheviks	Cossacks		"SR forces become Bolsheviks, battle Cossacks"	Russia	Kuban	civil war			5000	0	31	8	5000	0	8	3	Kenez 1977		
24-Mar-20	Wed	evacuation	Whites	Bolsheviks		Denikin tries to hold off Bolsheviks while evacuating	Russia	Novorossiysk	civil war			5000	0	0	0	8000	0	0	0	Kenez 1977		
24-Mar-20	Wed	battle	Bolsheviks	Poles		Bolsheviks' counterattack against Poles	Belarus	Zhlobin	Bolshevik control			28568	0	101	31	22000	0	31	8	Davies		
25-Mar-20	Thu	battle	Bolsheviks	Cossacks		"SR forces become Bolsheviks, battle Cossacks"	Russia	Kuban	civil war			5000	0	31	8	5000	0	8	3	Kenez 1977		
25-Mar-20	Thu	evacuation	Whites	Bolsheviks		Denikin tries to hold off Bolsheviks while evacuating	Russia	Novorossiysk	civil war			5000	0	0	0	8000	0	0	0	Kenez 1977		
25-Mar-20	Thu	battle	Bolsheviks	Poles		Bolsheviks' counterattack against Poles	Belarus	Zhlobin	Bolshevik control			28568	0	101	31	22000	0	31	8	Davies		
26-Mar-20	Fri	battle	Bolsheviks	Cossacks		"SR forces become Bolsheviks, battle Cossacks"	Russia	Kuban	civil war			5000	0	31	8	5000	0	8	3	Kenez 1977		
26-Mar-20	Fri	evacuation	Whites	Bolsheviks		Denikin tries to hold off Bolsheviks while evacuating	Russia	Novorossiysk	civil war			5000	0	0	0	8000	0	0	0	Kenez 1977		
26-Mar-20	Fri	battle	Bolsheviks	Whites		Bolsheviks occupy Novorossiysk	Russia	Novorossiysk	civil war		19:00	5000	0	0	0	2000	1001	0	0	Kenez 1977		
26-Mar-20	Fri	battle	Bolsheviks	Poles		Bolsheviks' counterattack against Poles	Belarus	Zhlobin	Bolshevik control			28568	0	101	31	22000	0	31	8	Davies		
27-Mar-20	Sat	battle	Bolsheviks	Cossacks		"SR forces become Bolsheviks, battle Cossacks"	Russia	Kuban	civil war			5000	0	31	8	5000	1001	8	3	Kenez 1977		
27-Mar-20	Sat	battle	Bolsheviks	Poles		Bolsheviks' counterattack against Poles	Belarus	Zhlobin	Bolshevik control			28568	0	101	31	22000	0	31	8	Davies		
28-Mar-20	Sun	battle	Bolsheviks	Cossacks		"SR forces become Bolsheviks, battle Cossacks"	Russia	Kuban	civil war			5000	0	31	8	5000	1001	8	3	Kenez 1977		
28-Mar-20	Sun	battle	Bolsheviks	Poles		Bolsheviks' counterattack against Poles	Belarus	Zhlobin	Bolshevik control			28568	0	101	31	22000	0	31	8	Davies		
29-Mar-20	Mon	battle	Bolsheviks	Cossacks		"SR forces become Bolsheviks, battle Cossacks"	Russia	Kuban	civil war			5000	0	31	8	5000	1001	8	3	Kenez 1977		
29-Mar-20	Mon	battle	Bolsheviks	Poles		Bolsheviks' counterattack against Poles	Belarus	Zhlobin	Bolshevik control			28568	0	101	31	22000	0	31	8	Davies		
30-Mar-20	Tue	battle	Bolsheviks	Cossacks		"SR forces become Bolsheviks, battle Cossacks"	Russia	Kuban	civil war			5000	0	31	8	5000	1001	8	3	Kenez 1977		
30-Mar-20	Tue	battle	Bolsheviks	Poles		Bolsheviks' counterattack against Poles	Belarus	Zhlobin	Bolshevik control			28568	0	101	31	22000	0	31	8	Davies		
31-Mar-20	Wed	battle	Bolsheviks	Cossacks		"SR forces become Bolsheviks, battle Cossacks"	Russia	Kuban	civil war			5000	0	31	8	5000	1000	8	3	Kenez 1977		
31-Mar-20	Wed	battle	Bolsheviks	Poles		Bolsheviks' counterattack against Poles	Belarus	Zhlobin	Bolshevik control			28568	0	101	31	22000	0	31	8	Davies		
1-Apr-20	Thu	battle	Bolsheviks	Cossacks		Cossacks defeat former Srs turned Bolsheviks	Russia	Kuban	civil war			4000	3001	0	0	5000	0	0	0	Kenez 1977		
1-Apr-20	Thu	battle	Bolsheviks	Poles		Bolsheviks' counterattack against Poles	Belarus	Zhlobin	Bolshevik control			28568	0	101	31	22000	0	31	8	Davies		
2-Apr-20	Fri	battle	Bolsheviks	Whites		Bolsheviks attack former SR territory	Russia	Sochi	civil war			18000	0	8	3	14000	0	31	8	Kenez 1977		
2-Apr-20	Fri	battle	Bolsheviks	Poles		Bolsheviks' counterattack against Poles	Belarus	Zhlobin	Bolshevik control			28568	0	101	31	22000	0	31	8	Davies		
3-Apr-20	Sat	battle	Bolsheviks	Whites		Bolsheviks attack former SR territory	Russia	Sochi	civil war			18000	0	8	3	14000	0	31	8	Kenez 1977		
3-Apr-20	Sat	battle	Bolsheviks	Poles		Bolsheviks' counterattack against Poles	Belarus	Zhlobin	Bolshevik control			28568	0	101	31	22000	0	31	8	Davies		
4-Apr-20	Sun	battle	Bolsheviks	Whites		Bolsheviks attack former SR territory	Russia	Sochi	civil war			18000	0	8	3	14000	0	31	8	Kenez 1977		
4-Apr-20	Sun	battle	Bolsheviks	Poles		Bolsheviks' counterattack against Poles	Belarus	Zhlobin	Bolshevik control			28568	0	101	31	22000	0	31	8	Davies		
5-Apr-20	Mon	battle	Bolsheviks	Whites		Bolsheviks attack former SR territory	Russia	Sochi	civil war			18000	0	8	3	14000	0	31	8	Kenez 1977		
5-Apr-20	Mon	battle	Bolsheviks	Poles		Bolsheviks' counterattack against Poles	Belarus	Zhlobin	Bolshevik control			28568	0	101	31	22000	0	31	8	Davies		
6-Apr-20	Tue	battle	Bolsheviks	Whites		Bolsheviks attack former SR territory	Russia	Sochi	civil war			18000	0	8	3	14000	0	31	8	Kenez 1977		
6-Apr-20	Tue	battle	Bolsheviks	Poles		Bolsheviks' counterattack against Poles	Belarus	Zhlobin	Bolshevik control			28568	0	101	31	22000	0	31	8	Davies		
7-Apr-20	Wed	battle	Bolsheviks	Whites		Bolsheviks attack former SR territory	Russia	Sochi	civil war			18000	0	8	3	14000	0	31	8	Kenez 1977		
7-Apr-20	Wed	battle	Bolsheviks	Poles		Bolsheviks' counterattack against Poles	Belarus	Zhlobin	Bolshevik control			28568	0	101	31	22000	0	31	8	Davies		
8-Apr-20	Thu	battle	Bolsheviks	Whites		Bolsheviks attack former SR territory	Russia	Sochi	civil war			18000	0	8	3	14000	0	31	8	Kenez 1977		
8-Apr-20	Thu	battle	Bolsheviks	Poles		Bolsheviks' counterattack against Poles	Belarus	Zhlobin	Bolshevik control			28568	0	101	31	22000	0	31	8	Davies		
9-Apr-20	Fri	battle	Bolsheviks	Whites		Bolsheviks attack former SR territory	Russia	Sochi	civil war			18000	0	8	3	14000	0	31	8	Kenez 1977		
9-Apr-20	Fri	battle	Bolsheviks	Poles		Bolsheviks' counterattack against Poles	Belarus	Zhlobin	Bolshevik control			28568	0	101	31	22000	0	31	8	Davies		
10-Apr-20	Sat	battle	Bolsheviks	Whites		Bolsheviks attack former SR territory	Russia	Sochi	civil war			18000	0	8	3	14000	0	31	8	Kenez 1977		
10-Apr-20	Sat	battle	Bolsheviks	Poles		Bolsheviks' counterattack against Poles	Belarus	Zhlobin	Bolshevik control			28568	0	101	31	22000	0	31	8	Davies		
11-Apr-20	Sun	battle	Bolsheviks	Whites		Bolsheviks attack former SR territory	Russia	Sochi	civil war			18000	0	8	3	14000	0	31	8	Kenez 1977		
11-Apr-20	Sun	battle	Bolsheviks	Poles		Bolsheviks' counterattack against Poles	Belarus	Zhlobin	Bolshevik control			28568	0	101	31	22000	0	31	8	Davies		
12-Apr-20	Mon	battle	Bolsheviks	Whites		Bolsheviks attack former SR territory	Russia	Sochi	civil war			18000	0	8	3	14000	0	31	8	Kenez 1977		
12-Apr-20	Mon	battle	Bolsheviks	Poles		Bolsheviks' counterattack against Poles	Belarus	Zhlobin	Bolshevik control			28568	0	101	31	22000	0	31	8	Davies		
13-Apr-20	Tue	battle	Bolsheviks	Whites		Bolsheviks attack former SR territory	Russia	Sochi	civil war			18000	0	8	3	14000	0	31	8	Kenez 1977		
13-Apr-20	Tue	battle	Bolsheviks	Whites		Wrangel repels Bolshevik attack	Ukraine	Perekop	civil war			12000	0	101	31	12000	0	31	8	Kenez 1977		
13-Apr-20	Tue	battle	Bolsheviks	Poles		Bolsheviks' counterattack against Poles	Belarus	Zhlobin	Bolshevik control			28568	0	101	31	22000	0	31	8	Davies		
14-Apr-20	Wed	battle	Bolsheviks	Whites		Bolsheviks attack former SR territory	Russia	Sochi	civil war			18000	0	8	3	14000	0	31	8	Kenez 1977		
14-Apr-20	Wed	battle	Bolsheviks	Poles		Bolsheviks' counterattack against Poles	Belarus	Zhlobin	Bolshevik control			28568	0	101	31	22000	0	31	8	Davies		
15-Apr-20	Thu	battle	Bolsheviks	Whites		Bolsheviks attack former SR territory	Russia	Sochi	civil war			18000	0	8	3	14000	0	31	8	Kenez 1977		
15-Apr-20	Thu	battle	Bolsheviks	Poles		Bolsheviks' counterattack against Poles	Belarus	Zhlobin	Bolshevik control			28568	0	101	31	22000	0	31	8	Davies		
16-Apr-20	Fri	battle	Bolsheviks	Whites		Bolsheviks attack former SR territory	Russia	Sochi	civil war			18000	0	8	3	14000	0	31	8	Kenez 1977		
16-Apr-20	Fri	battle	Bolsheviks	Poles		Bolsheviks' counterattack against Poles	Belarus	Zhlobin	Bolshevik control			28568	0	101	31	22000	0	31	8	Davies		
17-Apr-20	Sat	battle	Bolsheviks	Whites		Bolsheviks attack former SR territory	Russia	Sochi	civil war			18000	0	8	3	14000	0	31	8	Kenez 1977		
17-Apr-20	Sat	battle	Bolsheviks	Poles		Bolsheviks' counterattack against Poles	Belarus	Zhlobin	Bolshevik control			28568	0	101	31	22000	0	31	8	Davies		
18-Apr-20	Sun	battle	Bolsheviks	Whites		Bolsheviks attack former SR territory	Russia	Sochi	civil war			18000	0	8	3	14000	0	31	8	Kenez 1977		
18-Apr-20	Sun	battle	Bolsheviks	Poles		Bolsheviks' counterattack against Poles	Belarus	Zhlobin	Bolshevik control			28568	0	101	31	22000	0	31	8	Davies		
19-Apr-20	Mon	battle	Bolsheviks	Whites		Bolsheviks attack former SR territory	Russia	Sochi	civil war			18000	0	8	3	14000	0	31	8	Kenez 1977		
19-Apr-20	Mon	battle	Bolsheviks	Poles		Bolsheviks' counterattack against Poles	Belarus	Zhlobin	Bolshevik control			28568	0	101	31	22000	0	31	8	Davies		
20-Apr-20	Tue	battle	Bolsheviks	Whites		Bolsheviks attack former SR territory	Russia	Sochi	civil war			18000	0	8	3	14000	0	31	8	Kenez 1977		
20-Apr-20	Tue	battle	Bolsheviks	Poles		Bolsheviks' counterattack against Poles	Belarus	Zhlobin	Bolshevik control			28568	0	101	31	22000	0	31	8	Davies		
21-Apr-20	Wed	battle	Bolsheviks	Whites		Bolsheviks attack former SR territory	Russia	Sochi	civil war			18000	0	8	3	14000	0	31	8	Kenez 1977		
21-Apr-20	Wed	battle	Bolsheviks	Poles		Bolsheviks' counterattack against Poles	Belarus	Zhlobin	Bolshevik control			28568	0	101	31	22000	0	31	8	Davies		
22-Apr-20	Thu	battle	Bolsheviks	Whites		Bolsheviks attack former SR territory	Russia	Sochi	civil war			18000	0	8	3	14000	0	31	8	Kenez 1977		
22-Apr-20	Thu	battle	Bolsheviks	Poles		Bolsheviks' counterattack against Poles	Belarus	Zhlobin	Bolshevik control			28568	0	101	31	22000	0	31	8	Davies		
23-Apr-20	Fri	battle	Bolsheviks	Whites		Bolsheviks attack former SR territory	Russia	Sochi	civil war			18000	0	8	3	14000	0	31	8	Kenez 1977		
23-Apr-20	Fri	battle	Bolsheviks	Poles		Bolsheviks' counterattack against Poles	Belarus	Zhlobin	Bolshevik control			28568	0	101	31	22000	0	31	8	Davies		
23-Apr-20	Fri	mutiny	Galicians	Bolsheviks		Galicians go over to Polish side	Belarus	Zhlobin	anti-Bolshevik			11000	0	0	0	0	0	0	0	Davies		
24-Apr-20	Sat	battle	Bolsheviks	Whites		Bolsheviks attack former SR territory	Russia	Sochi	civil war			18000	0	8	3	14000	0	31	8	Kenez 1977		
24-Apr-20	Sat	battle	Bolsheviks	Poles		Bolsheviks' counterattack against Poles	Belarus	Zhlobin	Bolshevik control			28568	0	101	31	22000	0	31	8	Davies		
25-Apr-20	Sun	battle	Bolsheviks	Whites		Bolsheviks attack former SR territory	Russia	Sochi	civil war			18000	0	8	3	14000	0	31	8	Kenez 1977		
25-Apr-20	Sun	massacre	Makhno's forces	Bolsheviks		shoot dead a regiment of Ukrainian labor forces	Ukraine	Marinka	Ukrainian nationalism			1000	0	0	1000	55000	0	0	0	Davies		
25-Apr-20	Sun	battle	Poles	Bolsheviks		Poles counterattack	Ukraine	Korosten	Polish independence			22000	0	301	101	24000	0	31	8	Davies		
26-Apr-20	Mon	battle	Bolsheviks	Whites		Bolsheviks attack former SR territory	Russia	Sochi	civil war			18000	0	8	3	14000	0	31	8	Kenez 1977		
26-Apr-20	Mon	bomb	Makhno's forces	Bolsheviks		blow up bridges in Kiev	Ukraine	Kiev	Ukrainian nationalism			0	0	0	0	8	0	0	0	Davies		
26-Apr-20	Mon	battle	Poles	Bolsheviks		Poles counterattack	Ukraine	Berdyczew	Polish independence			22000	0	301	101	24000	0	31	8	Davies		
27-Apr-20	Tue	battle	Bolsheviks	Whites		Bolsheviks attack former SR territory	Russia	Sochi	civil war			18000	0	8	3	14000	0	31	8	Kenez 1977		
27-Apr-20	Tue	bomb	Makhno's forces	Bolsheviks		blow up bridges in Kiev	Ukraine	Kiev	Ukrainian nationalism			0	0	0	0	8	0	0	0	Davies		
27-Apr-20	Tue	battle	Poles	Bolsheviks		Poles counterattack	Ukraine	Berdyczew	Polish independence			22000	0	301	101	24000	0	31	8	Davies		
28-Apr-20	Wed	battle	Bolsheviks	Whites		Bolsheviks attack former SR territory	Russia	Sochi	civil war			18000	0	8	3	14000	0	31	8	Kenez 1977		
28-Apr-20	Wed	battle	Poles	Bolsheviks		Poles counterattack	Ukraine	Kazatin	Polish independence			22000	0	301	101	24000	0	31	8	Davies		
29-Apr-20	Thu	battle	Bolsheviks	Whites		Bolsheviks attack former SR territory	Russia	Sochi	civil war			18000	0	8	3	14000	0	31	8	Kenez 1977		
29-Apr-20	Thu	battle	Poles	Bolsheviks		Poles counterattack	Ukraine	Chernobyl	Polish independence			20000	0	301	101	24000	0	31	8	Davies		
30-Apr-20	Fri	battle	Bolsheviks	Whites		Bolsheviks occupy Sochi	Russia	Sochi	civil war			18000	0	8	3	14000	3001	31	8	Kenez 1977		
30-Apr-20	Fri	battle	Poles	Bolsheviks		Poles walk into Zhmerinka	Ukraine	Zhmerinka	Polish independence			0	0	0	0	24000	0	0	0	Davies		
30-Apr-20	Fri	battle	Bolsheviks	Japanese troops		"Bolsheviks attack Japanese, but fail"	Russia	Chita	Bolshevik control			15000	0	31	8	15000	0	8	3	Mawdsley		
1-May-20	Sat	battle	Poles	Bolsheviks		attack Bolshevik armies in Ukraine	Ukraine	Zhitomir	Polish independence			12000	301	31	8	12000	0	8	3	Pipes		
1-May-20	Sat	battle	Bolsheviks	Japanese troops		"Bolsheviks attack Japanese, but fail"	Russia	Chita	Bolshevik control			15000	0	31	8	15000	0	8	3	Mawdsley		
2-May-20	Sun	battle	Poles	Bolsheviks		attack Bolshevik armies in Ukraine	Ukraine	Zhitomir	Polish independence			12000	301	31	8	12000	0	8	3	Pipes		
3-May-20	Mon	battle	Poles	Bolsheviks		attack Bolshevik armies in Ukraine	Ukraine	Zhitomir	Polish independence			12000	301	31	8	12000	0	8	3	Pipes		
4-May-20	Tue	battle	Poles	Bolsheviks		attack Bolshevik armies in Ukraine	Ukraine	Zhitomir	Polish independence			12000	301	31	8	12000	0	8	3	Pipes		
5-May-20	Wed	battle	Poles	Bolsheviks		attack Bolshevik armies in Ukraine	Ukraine	Zhitomir	Polish independence			12000	301	31	8	12000	0	8	3	Pipes		
6-May-20	Thu	battle	Poles	Bolsheviks		attack Bolshevik armies in Ukraine	Ukraine	Zhitomir	Polish independence			12000	301	31	8	12000	0	8	3	Pipes		
7-May-20	Fri	battle	Poles	Bolsheviks		Poles occupy Kiev	Ukraine	Kiev	Polish independence			12000	301	101	31	12000	0	0	0	Pipes		
8-May-20	Sat	battle	Poles	Bolsheviks		Poles occupy Kiev	Ukraine	Kiev	Polish independence			12000	301	101	31	12000	0	0	0	Pipes		
9-May-20	Sun	battle	Poles	Bolsheviks		Poles occupy Kiev	Ukraine	Kiev	Polish independence			0	0	0	0	12000	0	0	0	Pipes		
10-May-20	Mon	battle	Poles	Bolsheviks		Poles occupy Kiev	Ukraine	Kiev	Polish independence			0	0	0	0	12000	0	0	0	Pipes		
11-May-20	Tue	battle	Poles	Bolsheviks		Poles occupy Kiev	Ukraine	Kiev	Polish independence			0	0	0	0	12000	0	0	0	Pipes		
12-May-20	Wed	battle	Poles	Bolsheviks		Poles occupy Kiev	Ukraine	Kiev	Polish independence			0	0	0	0	12000	0	0	0	Pipes		
13-May-20	Thu	battle	Poles	Bolsheviks		Poles occupy Kiev	Ukraine	Kiev	Polish independence			0	0	0	0	12000	0	0	0	Pipes		
14-May-20	Fri	battle	Poles	Bolsheviks		Poles occupy Kiev	Ukraine	Kiev	Polish independence			0	0	0	0	12000	0	0	0	Pipes		
15-May-20	Sat	battle	Poles	Bolsheviks		Poles occupy Kiev	Ukraine	Kiev	Polish independence			0	0	0	0	12000	0	0	0	Pipes		
16-May-20	Sun	battle	Poles	Bolsheviks		Poles occupy Kiev	Ukraine	Kiev	Polish independence			0	0	0	0	12000	0	0	0	Pipes		
17-May-20	Mon	battle	Poles	Bolsheviks		Poles occupy Kiev	Ukraine	Kiev	Polish independence			0	0	0	0	12000	0	0	0	Pipes		
18-May-20	Tue	battle	Poles	Bolsheviks		Poles occupy Kiev	Ukraine	Kiev	Polish independence			0	0	0	0	12000	0	0	0	Pipes		
19-May-20	Wed	battle	Poles	Bolsheviks		Poles occupy Kiev	Ukraine	Kiev	Polish independence			0	0	0	0	12000	0	0	0	Pipes		
20-May-20	Thu	battle	Poles	Bolsheviks		Poles occupy Kiev	Ukraine	Kiev	Polish independence			0	0	0	0	12000	0	0	0	Pipes		
21-May-20	Fri	battle	Poles	Bolsheviks		Poles occupy Kiev	Ukraine	Kiev	Polish independence			0	0	0	0	12000	0	0	0	Pipes		
22-May-20	Sat	battle	Poles	Bolsheviks		Poles occupy Kiev	Ukraine	Kiev	Polish independence			0	0	0	0	12000	0	0	0	Pipes		
23-May-20	Sun	battle	Poles	Bolsheviks		Poles occupy Kiev	Ukraine	Kiev	Polish independence			0	0	0	0	12000	0	0	0	Pipes		
24-May-20	Mon	battle	Poles	Bolsheviks		Poles occupy Kiev	Ukraine	Kiev	Polish independence			0	0	0	0	12000	0	0	0	Pipes		
25-May-20	Tue	battle	Poles	Bolsheviks		Poles occupy Kiev	Ukraine	Kiev	Polish independence			0	0	0	0	12000	0	0	0	Pipes		
26-May-20	Wed	battle	Poles	Bolsheviks		Poles occupy Kiev	Ukraine	Kiev	Polish independence			0	0	0	0	12000	0	0	0	Pipes		
27-May-20	Thu	battle	Poles	Bolsheviks		Poles occupy Kiev	Ukraine	Kiev	Polish independence			0	0	0	0	12000	0	0	0	Pipes		
28-May-20	Fri	battle	Poles	Bolsheviks		Poles occupy Kiev	Ukraine	Kiev	Polish independence			0	0	0	0	12000	0	0	0	Pipes		
29-May-20	Sat	battle	Poles	Bolsheviks		Poles occupy Kiev	Ukraine	Kiev	Polish independence			0	0	0	0	12000	0	0	0	Pipes		
30-May-20	Sun	battle	Poles	Bolsheviks		Poles occupy Kiev	Ukraine	Kiev	Polish independence			0	0	0	0	12000	0	0	0	Pipes		
31-May-20	Mon	battle	Poles	Bolsheviks		Poles occupy Kiev	Ukraine	Kiev	Polish independence			0	0	0	0	12000	0	0	0	Pipes		
1-Jun-20	Tue	battle	Bolsheviks	Poles		Bolsheviks counterattack; push back Poles	Ukraine	Zhitomir	Bolshevik control			22000	0	8	3	12000	31	101	31	Pipes		
2-Jun-20	Wed	battle	Bolsheviks	Poles		Bolsheviks counterattack; push back Poles	Ukraine	Zhitomir	Bolshevik control			22000	0	8	3	12000	31	101	31	Pipes		
3-Jun-20	Thu	battle	Bolsheviks	Poles		Bolsheviks counterattack; push back Poles	Ukraine	Zhitomir	Bolshevik control			22000	0	8	3	12000	31	101	31	Pipes		
4-Jun-20	Fri	battle	Bolsheviks	Poles		Bolsheviks counterattack; push back Poles	Ukraine	Zhitomir	Bolshevik control			22000	0	8	3	12000	31	101	31	Pipes		
5-Jun-20	Sat	battle	Bolsheviks	Poles		Bolsheviks counterattack; push back Poles	Ukraine	Zhitomir	Bolshevik control			22000	0	8	3	12000	31	101	31	Pipes		
6-Jun-20	Sun	battle	Bolsheviks	Poles		Bolsheviks counterattack; push back Poles	Ukraine	Zhitomir	Bolshevik control			22000	0	8	3	12000	31	101	31	Pipes		
7-Jun-20	Mon	battle	Bolsheviks	Poles		"liberate Zhitomir & 5,000 prisoners"	Ukraine	Zhitomir	Bolshevik control			25000	0	0	0	12000	31	101	31	Davies		
8-Jun-20	Tue	battle	Bolsheviks	Poles		Bolsheviks push Poles out of Ukraine	Ukraine	Berezina	Bolshevik control			22000	0	8	3	12000	31	101	31	Pipes		
9-Jun-20	Wed	battle	Bolsheviks	Poles		Bolsheviks push Poles out of Ukraine	Ukraine	Berezina	Bolshevik control			22000	0	8	3	12000	31	101	31	Pipes		
