Date,Day,Action,Actor,Target,Agent,Event,State,Location,Issue,Linked date,Time/Duration,side1troops,side1arrests,side1injured,side1killed,side2troops,side2arrests,side2injured,side2killed,Source,no event,Sources
19-Jun-63,Fri,siege,Union,Confederates,,siege of Vicksburg,Mississippi,Vicksburg,civil war,,,22000,95,80,28,42000,0,0,0,Faust,,
19-Jun-63,Fri,siege,Union,Confederates,,siege of Port Hudson,Louisiana,Port Hudson,civil war,,,30000,0,31,19,30000,0,0,0,Faust,,
19-Jun-63,Fri,battle,Union,Confederates,,skirmish in Virginia,Virginia,Middleburg,civil war,,,12000,0,8,3,1000,0,8,3,Bowman,,
19-Jun-63,Fri,battle,Union,Confederates,,skirmish in Mississippi,Mississippi,Vicksburg,civil war,,,8000,0,8,3,12000,0,8,3,Bowman,,
20-Jun-63,Sat,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
20-Jun-63,Sat,siege,Union,Confederates,,siege of Vicksburg,Mississippi,Vicksburg,civil war,,,22000,95,80,28,42000,0,0,0,Faust,,
20-Jun-63,Sat,siege,Union,Confederates,,siege of Port Hudson,Louisiana,Port Hudson,civil war,,,30000,0,31,19,30000,0,0,0,Faust,,
20-Jun-63,Sat,battle,Union,Confederates,,skirmish in Louisiana,Louisiana,La Forche Crossing,civil war,,,5000,0,31,8,5000,0,31,8,Bowman,,
20-Jun-63,Sat,battle,American Indians,Union,,armed clash in Utah,Utah,Government Springs,Indian rising,,,0,0,0,0,2000,0,8,3,Bowman,,
21-Jun-63,Sun,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
21-Jun-63,Sun,siege,Union,Confederates,,siege of Vicksburg,Mississippi,Vicksburg,civil war,,,22000,95,80,28,42000,0,0,0,Faust,,
21-Jun-63,Sun,siege,Union,Confederates,,siege of Port Hudson,Louisiana,Port Hudson,civil war,,,30000,0,31,19,30000,0,0,0,Faust,,
21-Jun-63,Sun,battle,Union,Confederates,,skirmish in Louisiana,Louisiana,La Forche Crossing,civil war,,,5000,0,31,8,5000,0,31,8,Bowman,,
21-Jun-63,Sun,battle,Union,Confederates,,skirmish in Maryland,Maryland,Frederick,civil war,,,10000,0,8,3,9000,0,8,3,Bowman,,
21-Jun-63,Sun,battle,Union,Confederates,,skirmish in Virginia,Virginia,Upperville,civil war,,,10000,0,8,3,9000,0,8,3,Bowman,,
21-Jun-63,Sun,battle,Union,Confederates,,skirmish in Virginia,Virginia,Haymarket,civil war,,,10000,0,8,3,9000,0,8,3,Bowman,,
22-Jun-63,Mon,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
22-Jun-63,Mon,siege,Union,Confederates,,siege of Vicksburg,Mississippi,Vicksburg,civil war,,,22000,95,80,28,42000,0,0,0,Faust,,
22-Jun-63,Mon,siege,Union,Confederates,,siege of Port Hudson,Louisiana,Port Hudson,civil war,,,30000,0,31,19,30000,0,0,0,Faust,,
22-Jun-63,Mon,battle,Union,Confederates,,skirmish in Virginia,Virginia,Aldie,civil war,,,10000,0,8,3,9000,0,8,3,Bowman,,
22-Jun-63,Mon,battle,Union,Confederates,,skirmish in Pennsylvania,Pennsylvania,Chambersburg,civil war,,,12000,0,8,3,10000,0,8,3,Bowman,,
22-Jun-63,Mon,capture,Confederates,Union,,CSS Tacony captures 5 Union vessels,Atlantic ocean,,civil war,,,101,0,0,0,155,155,0,0,Bowman,,
23-Jun-63,Tue,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
23-Jun-63,Tue,siege,Union,Confederates,,siege of Vicksburg,Mississippi,Vicksburg,civil war,,,22000,95,80,28,42000,0,0,0,Faust,,
23-Jun-63,Tue,siege,Union,Confederates,,siege of Port Hudson,Louisiana,Port Hudson,civil war,,,30000,0,31,19,30000,0,0,0,Faust,,
23-Jun-63,Tue,battle,Union,Confederates,,Union troops harass rebels,Tennessee,Tullahoma,civil war,,,8000,0,8,3,7000,0,8,3,Bowman,,
23-Jun-63,Tue,battle,American Indians,Union,,Indian rising in Nebraska,Nebraska,Pawnee Station,Indian rising,,,0,0,0,0,1500,0,8,3,Bowman,,
23-Jun-63,Tue,battle,American Indians,Union,,Indian rising in Nevada,Nevada,Canon Station,Indian rising,,,0,0,0,0,1500,0,8,3,Bowman,,
24-Jun-63,Wed,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
24-Jun-63,Wed,siege,Union,Confederates,,siege of Vicksburg,Mississippi,Vicksburg,civil war,,,22000,95,80,28,42000,0,0,0,Faust,,
24-Jun-63,Wed,siege,Union,Confederates,,siege of Port Hudson,Louisiana,Port Hudson,civil war,,,30000,0,31,19,30000,0,0,0,Faust,,
24-Jun-63,Wed,battle,Union,Confederates,,skirmish in Maryland,Maryland,Sharpsburg,civil war,,,12000,0,31,8,10000,0,31,8,Bowman,,
24-Jun-63,Wed,battle,Union,Confederates,,skirmish in Tennessee,Tennessee,Big Springs Ranch,civil war,,,6000,0,8,3,7000,0,8,3,Bowman,,
24-Jun-63,Wed,battle,Union,Confederates,,skirmish in Tennessee,Tennessee,Bradyville,civil war,,,6000,0,8,3,7000,0,8,3,Bowman,,
24-Jun-63,Wed,battle,Union,Confederates,,battle of Hoover's Gap,Tennessee,Middleton,civil war,,,6000,31,301,101,7000,0,30,15,Bowman,,
24-Jun-63,Wed,attack,Confederates,Union,,rebels attack hospital for wounded Union soldiers,Louisiana,Berwick Bay,civil war,,,4000,0,0,0,301,301,0,0,Bowman,,
25-Jun-63,Thu,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
25-Jun-63,Thu,siege,Union,Confederates,,siege of Vicksburg,Mississippi,Vicksburg,civil war,,,22000,95,80,28,42000,0,0,0,Faust,,
25-Jun-63,Thu,siege,Union,Confederates,,siege of Port Hudson,Louisiana,Port Hudson,civil war,,,30000,0,31,19,30000,0,0,0,Faust,,
25-Jun-63,Thu,raid,Confederates,Union,,Stuart's cavalry ride behind lines & take prisoners,Pennsylvania,Dover,civil war,,,8000,0,8,3,6000,401,31,8,Bowman,,
26-Jun-63,Fri,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
26-Jun-63,Fri,siege,Union,Confederates,,siege of Vicksburg,Mississippi,Vicksburg,civil war,,,22000,95,80,28,42000,0,0,0,Faust,,
26-Jun-63,Fri,siege,Union,Confederates,,siege of Port Hudson,Louisiana,Port Hudson,civil war,,,30000,0,31,19,30000,0,0,0,Faust,,
26-Jun-63,Fri,battle,Union,Confederates,,skirmish in Pennsylvania,Pennsylvania,Gettysburg,civil war,,,15000,0,8,3,15000,0,8,3,Bowman,,
26-Jun-63,Fri,battle,Union,Confederates,,skirmish in Tennessee,Tennessee,Beech Grove,civil war,,,4000,0,8,3,4000,0,8,3,Bowman,,
26-Jun-63,Fri,battle,Union,Confederates,,battle of Shelbyville,Tennessee,Shelbyville,civil war,,,5000,501,1095,539,5000,13,463,45,Bowman,,
26-Jun-63,Fri,capture,Union,Confederates,,seize CSS Archer,Maine,Portland,civil war,,,101,101,0,0,301,0,0,0,Bowman,,
27-Jun-63,Sat,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
27-Jun-63,Sat,siege,Union,Confederates,,siege of Vicksburg,Mississippi,Vicksburg,civil war,,,22000,95,80,28,42000,0,0,0,Faust,,
27-Jun-63,Sat,siege,Union,Confederates,,siege of Port Hudson,Louisiana,Port Hudson,civil war,,,30000,0,31,19,30000,0,0,0,Faust,,
27-Jun-63,Sat,raid,Confederates,Union,,Stuart's cavalry captures most of Union force,Virginia,Fairfax Court House,civil war,,,1800,0,31,8,1200,1171,8,3,Bowman,,
27-Jun-63,Sat,battle,Union,Confederates,,skirmish in Tennessee,Tennessee,Shelbyville,civil war,,,5000,0,8,3,5000,0,8,3,Bowman,,
28-Jun-63,Sun,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
28-Jun-63,Sun,siege,Union,Confederates,,siege of Vicksburg,Mississippi,Vicksburg,civil war,,,22000,95,80,28,42000,0,0,0,Faust,,
28-Jun-63,Sun,siege,Union,Confederates,,siege of Port Hudson,Louisiana,Port Hudson,civil war,,,30000,0,31,19,30000,0,0,0,Faust,,
28-Jun-63,Sun,battle,Union,Confederates,,skirmish in Pennsylvania,Pennsylvania,Chambersburg,civil war,,,15000,0,8,3,15000,0,8,3,Bowman,,
28-Jun-63,Sun,battle,Confederates,Union,,"rebels attack Union forces, but Union holds",Louisiana,Donaldsville,civil war,,,4000,0,101,31,5000,0,101,31,Bowman,,
29-Jun-63,Mon,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
29-Jun-63,Mon,siege,Union,Confederates,,siege of Vicksburg,Mississippi,Vicksburg,civil war,,,22000,95,80,28,42000,0,0,0,Faust,,
29-Jun-63,Mon,siege,Union,Confederates,,siege of Port Hudson,Louisiana,Port Hudson,civil war,,,30000,0,31,19,30000,0,0,0,Faust,,
29-Jun-63,Mon,battle,Union,Confederates,,fierce cavalry battle,Maryland,Winchester,civil war,,,2000,0,10,8,2000,0,6,3,Bowman,,
29-Jun-63,Mon,battle,Union,Confederates,,skirmish in Tennessee,Tennessee,Hillsborough,civil war,,,5000,0,8,3,5000,0,8,3,Bowman,,
29-Jun-63,Mon,battle,Union,Confederates,,skirmish in Tennessee,Tennessee,Dechard,civil war,,,5000,0,8,3,5000,0,8,3,Bowman,,
29-Jun-63,Mon,battle,Union,Confederates,,skirmish in Tennessee,Tennessee,Lexington,civil war,,,5000,0,8,3,5000,0,8,3,Bowman,,
29-Jun-63,Mon,battle,Union,Confederates,,skirmish in Kentucky,Kentucky,Columbia,civil war,,,4000,0,8,3,5000,0,8,3,Bowman,,
30-Jun-63,Tue,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
30-Jun-63,Tue,siege,Union,Confederates,,siege of Vicksburg,Mississippi,Vicksburg,civil war,,,22000,95,80,28,42000,0,0,0,Faust,,
30-Jun-63,Tue,siege,Union,Confederates,,siege of Port Hudson,Louisiana,Port Hudson,civil war,,,30000,0,31,19,30000,0,0,0,Faust,,
30-Jun-63,Tue,battle,Union,Confederates,,battle of Hanover,Pennsylvania,Hanover,civil war,,,2000,58,50,9,2000,123,73,19,Bowman,,
1-Jul-63,Wed,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
1-Jul-63,Wed,siege,Union,Confederates,,siege of Vicksburg,Mississippi,Vicksburg,civil war,,,22000,95,80,28,42000,0,0,0,Faust,,
1-Jul-63,Wed,siege,Union,Confederates,,siege of Port Hudson,Louisiana,Port Hudson,civil war,,,30000,0,31,19,30000,0,0,0,Faust,,
1-Jul-63,Wed,battle,Confederates,Union,,battle of Gettysburg,Pennsylvania,Gettysburg,civil war,,,70000,1809,6245,1301,88289,1789,4843,1051,Faust,,
1-Jul-63,Wed,battle,Union,Confederates,,skirmish in Tennessee,Tennessee,Bethpage Bridge,civil war,,,4000,0,8,3,5000,0,8,3,Bowman,,
1-Jul-63,Wed,battle,Confederates,Union,,skirmish in Mississippi,Mississippi,Vicksburg,civil war,,,6000,0,8,3,15000,0,8,3,Bowman,,
2-Jul-63,Thu,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
2-Jul-63,Thu,siege,Union,Confederates,,siege of Vicksburg,Mississippi,Vicksburg,civil war,,,22000,95,80,28,42000,0,0,0,Faust,,
2-Jul-63,Thu,siege,Union,Confederates,,siege of Port Hudson,Louisiana,Port Hudson,civil war,,,30000,0,31,19,30000,0,0,0,Faust,,
2-Jul-63,Thu,battle,Confederates,Union,,battle of Gettysburg,Pennsylvania,Gettysburg,civil war,,,60645,1809,6245,1301,80576,1789,4843,1052,Faust,,
2-Jul-63,Thu,battle,Union,Confederates,,skirmish in Tennessee,Tennessee,Morris's Ford,civil war,,,4000,0,8,3,5000,0,8,3,Bowman,,
2-Jul-63,Thu,battle,Union,Confederates,,skirmish in Tennessee,Tennessee,Elk River,civil war,,,4000,0,8,3,5000,0,8,3,Bowman,,
2-Jul-63,Thu,battle,Union,Confederates,,skirmish in Tennessee,Tennessee,Rock Creek Ford,civil war,,,4000,0,8,3,5000,0,8,3,Bowman,,
3-Jul-63,Fri,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
3-Jul-63,Fri,siege,Union,Confederates,,rebel Gen. Pemberton shows the white flag,Mississippi,Vicksburg,civil war,,,22000,95,80,28,42000,0,0,0,Faust,,
3-Jul-63,Fri,siege,Union,Confederates,,siege of Port Hudson,Louisiana,Port Hudson,civil war,,,30000,0,31,19,30000,0,0,0,Faust,,
3-Jul-63,Fri,battle,Confederates,Union,,battle of Gettysburg,Pennsylvania,Gettysburg,civil war,,,51290,1809,6245,1301,72892,1789,4843,1052,Faust,,
4-Jul-63,Sat,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
4-Jul-63,Sat,surrender,Confederates,Union,,rebels surrender to Grant,Mississippi,Vicksburg,civil war,,,22000,22000,0,0,42000,0,0,0,Faust,,
4-Jul-63,Sat,siege,Union,Confederates,,siege of Port Hudson,Louisiana,Port Hudson,civil war,,,30000,0,31,19,30000,0,0,0,Faust,,
5-Jul-63,Sun,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
5-Jul-63,Sun,siege,Union,Confederates,,siege of Port Hudson,Louisiana,Port Hudson,civil war,,,30000,0,31,19,30000,0,0,0,Faust,,
6-Jul-63,Mon,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
6-Jul-63,Mon,siege,Union,Confederates,,siege of Port Hudson,Louisiana,Port Hudson,civil war,,,30000,0,31,19,30000,0,0,0,Faust,,
6-Jul-63,Mon,battle,Confederates,Union,,skirmish in Maryland,Maryland,Williamsport,civil war,,,30000,0,8,3,35000,0,8,3,Bowman,,
7-Jul-63,Tue,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
7-Jul-63,Tue,siege,Union,Confederates,,siege of Port Hudson,Louisiana,Port Hudson,civil war,,,30000,0,31,19,30000,0,0,0,Faust,,
7-Jul-63,Tue,battle,Union,Confederates,,skirmish in Maryland,Maryland,Hagerstown,civil war,,,30000,0,8,3,35000,0,8,3,Bowman,,
8-Jul-63,Wed,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
8-Jul-63,Wed,surrender,Confederates,Union,,rebels surrender to Union forces,Louisiana,Port Hudson,civil war,,,30000,6000,0,0,30000,0,0,0,Bowman,,
8-Jul-63,Wed,battle,Union,Confederates,,skirmish in Maryland,Maryland,Boonsboro,civil war,,,8000,0,8,3,10000,0,8,3,Arnold & Wiener,,
9-Jul-63,Thu,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
9-Jul-63,Thu,battle,Union,Confederates,,skirmish in Maryland,Maryland,Beever Creek,civil war,,,30000,0,8,3,35000,0,8,3,Bowman,,
9-Jul-63,Thu,raid,Confederates,Union,,Morgan's raiders terrorize Indiana,Indiana,Corydon,civil war,,,2500,0,3,1,1000,400,301,101,Arnold & Wiener,,
10-Jul-63,Fri,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
10-Jul-63,Fri,battle,Union,Confederates,,battle of Falling Waters,Maryland,Falling Waters,civil war,,,30000,719,101,31,35000,0,101,8,Bowman,,
10-Jul-63,Fri,siege,Union,Confederates,,siege of Battery Wagner,South Carolina,Charleston,civil war,,,1300,0,0,0,6000,0,0,0,Faust,,
10-Jul-63,Fri,siege,Union,Confederates,,Gen. Sherman besieges Gen. Johnston's rebels,Mississippi,Jackson,civil war,,,32000,0,0,0,30000,0,0,0,Faust,,
11-Jul-63,Sat,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
11-Jul-63,Sat,siege,Union,Confederates,,siege of Battery Wagner,South Carolina,Charleston,civil war,,,1300,0,0,0,6000,0,0,0,Faust,,
11-Jul-63,Sat,attack,Union,Confederates,,Union troops try to surmount Battery Wagner,South Carolina,Charleston,civil war,,,1300,0,9,3,6000,0,508,250,Faust,,
11-Jul-63,Sat,siege,Union,Confederates,,Gen. Sherman besieges Gen. Johnston's rebels,Mississippi,Jackson,civil war,,,32000,0,0,0,30000,0,0,0,Faust,,
12-Jul-63,Sun,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
12-Jul-63,Sun,siege,Union,Confederates,,siege of Battery Wagner,South Carolina,Charleston,civil war,,,1300,0,0,0,6000,0,0,0,Faust,,
12-Jul-63,Sun,siege,Union,Confederates,,Gen. Sherman besieges Gen. Johnston's rebels,Mississippi,Jackson,civil war,,,32000,0,0,0,30000,0,0,0,Faust,,
12-Jul-63,Sun,battle,Confederates,Union,,reconnaissance squad hit by rebels,Mississippi,Canton,civil war,,,32000,0,8,3,1000,0,336,165,Faust,,
13-Jul-63,Mon,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
13-Jul-63,Mon,siege,Union,Confederates,,siege of Battery Wagner,South Carolina,Charleston,civil war,,,1300,0,0,0,6000,0,0,0,Faust,,
13-Jul-63,Mon,siege,Union,Confederates,,Gen. Sherman besieges Gen. Johnston's rebels,Mississippi,Jackson,civil war,,,32000,0,0,0,30000,0,0,0,Faust,,
13-Jul-63,Mon,riot,draftees,Union,,New York draft riots,New York,New York,conscription,,,0,0,0,0,301,0,8,1,Bowman,,
14-Jul-63,Tue,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
14-Jul-63,Tue,siege,Union,Confederates,,siege of Battery Wagner,South Carolina,Charleston,civil war,,,1300,0,0,0,6000,0,0,0,Faust,,
14-Jul-63,Tue,siege,Union,Confederates,,Gen. Sherman besieges Gen. Johnston's rebels,Mississippi,Jackson,civil war,,,32000,0,0,0,30000,0,0,0,Faust,,
14-Jul-63,Tue,riot,draftees,Union,,New York draft riots,New York,New York,conscription,,,0,0,0,0,301,0,8,1,Bowman,,
14-Jul-63,Tue,battle,Union,Confederates,,skirmish in Tennessee,Tennessee,Elk River,civil war,,,4000,0,8,3,5000,0,8,3,Bowman,,
14-Jul-63,Tue,battle,Union,Confederates,,skirmish in Mississippi,Mississippi,Iuka,civil war,,,4000,0,8,3,5000,0,8,3,Bowman,,
14-Jul-63,Tue,battle,Union,Confederates,,Union gunboats win Fort Powhatan,Virginia,James River,civil war,,,2000,0,8,3,301,0,0,0,Bowman,,
15-Jul-63,Wed,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
15-Jul-63,Wed,siege,Union,Confederates,,siege of Battery Wagner,South Carolina,Charleston,civil war,,,1300,0,0,0,6000,0,0,0,Faust,,
15-Jul-63,Wed,siege,Union,Confederates,,Gen. Sherman besieges Gen. Johnston's rebels,Mississippi,Jackson,civil war,,,32000,0,0,0,30000,0,0,0,Faust,,
15-Jul-63,Wed,riot,draftees,Union,,New York draft riots,New York,New York,conscription,,,0,0,0,0,301,0,8,1,Bowman,,
16-Jul-63,Thu,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
16-Jul-63,Thu,siege,Union,Confederates,,siege of Battery Wagner,South Carolina,Charleston,civil war,,,1300,0,0,0,6000,0,0,0,Faust,,
16-Jul-63,Thu,siege,Union,Confederates,,Gen. Sherman besieges Gen. Johnston's rebels,Mississippi,Jackson,civil war,,,32000,0,0,0,30000,0,0,0,Faust,,
16-Jul-63,Thu,occupation,Union,Confederates,,Sherman occupies Jackson,Mississippi,Jackson,civil war,,,0,0,0,0,30000,0,0,0,Bowman,,
16-Jul-63,Thu,battle,Union,Confederates,,skirmish in West Virginia,West Virginia,Shepardstown,civil war,,,35000,0,8,3,40000,0,8,3,Arnold & Wiener,,
17-Jul-63,Fri,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
17-Jul-63,Fri,siege,Union,Confederates,,siege of Battery Wagner,South Carolina,Charleston,civil war,,,1300,0,0,0,6000,0,0,0,Faust,,
17-Jul-63,Fri,battle,Union,Confederates,,battle of Honey Springs,Oklahoma,Honey Springs,civil war,,10:30-12:30,4000,400,301,101,3500,47,10,3,Faust,,
18-Jul-63,Sat,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
18-Jul-63,Sat,siege,Union,Confederates,,siege of Battery Wagner,South Carolina,Charleston,civil war,,,1300,0,0,0,6000,0,0,0,Faust,,
18-Jul-63,Sat,attack,Union,Confederates,,Union troops try to surmount Battery Wagner,South Carolina,Charleston,civil war,,,1300,0,9,3,6000,0,508,250,Faust,,
19-Jul-63,Sun,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
19-Jul-63,Sun,siege,Union,Confederates,,siege of Battery Wagner,South Carolina,Charleston,civil war,,,1300,0,0,0,6000,0,0,0,Faust,,
19-Jul-63,Sun,battle,Union,Confederates,,Union forces defeat John Hunt Morgan's cavalry,Ohio,Buffington Island,civil war,,,2000,901,301,300,5000,0,101,31,Faust,,
20-Jul-63,Mon,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
20-Jul-63,Mon,siege,Union,Confederates,,siege of Battery Wagner,South Carolina,Charleston,civil war,,,1300,0,0,0,6000,0,0,0,Faust,,
20-Jul-63,Mon,battle,Union,Confederates,,skirmish in Virginia,Virginia,Ashby's Gap,civil war,,,45000,0,8,3,50000,0,8,3,Bowman,,
20-Jul-63,Mon,battle,Union,Confederates,,skirmish in Virginia,Virginia,Berry's Ferry,civil war,,,45000,0,8,3,50000,0,8,3,Bowman,,
21-Jul-63,Tue,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
21-Jul-63,Tue,siege,Union,Confederates,,siege of Battery Wagner,South Carolina,Charleston,civil war,,,1300,0,0,0,6000,0,0,0,Faust,,
22-Jul-63,Wed,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
22-Jul-63,Wed,siege,Union,Confederates,,siege of Battery Wagner,South Carolina,Charleston,civil war,,,1300,0,0,0,6000,0,0,0,Faust,,
22-Jul-63,Wed,battle,Union,Confederates,,battle of Manassas Gap,Virginia,Manassas Gap,civil war,,,45000,0,101,31,50000,0,301,101,Faust,,
23-Jul-63,Thu,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
23-Jul-63,Thu,siege,Union,Confederates,,siege of Battery Wagner,South Carolina,Charleston,civil war,,,1300,0,0,0,6000,0,0,0,Faust,,
24-Jul-63,Fri,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
24-Jul-63,Fri,siege,Union,Confederates,,siege of Battery Wagner,South Carolina,Charleston,civil war,,,1300,0,0,0,6000,0,0,0,Faust,,
24-Jul-63,Fri,raid,Confederates,Union,,Morgan's raiders terrorize Ohio,Ohio,Athena,civil war,,,1500,0,8,3,1200,0,8,3,Katcher,,
24-Jul-63,Fri,battle,American Indians,Union,,Sioux tribes battle Union forces,North Dakota,Big Mound,Indian rising,,,3001,0,101,31,2500,0,8,3,Arnold & Wiener,,
25-Jul-63,Sat,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
25-Jul-63,Sat,siege,Union,Confederates,,siege of Battery Wagner,South Carolina,Charleston,civil war,,,1300,0,0,0,6000,0,0,0,Faust,,
26-Jul-63,Sun,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
26-Jul-63,Sun,siege,Union,Confederates,,siege of Battery Wagner,South Carolina,Charleston,civil war,,,1300,0,0,0,6000,0,0,0,Faust,,
26-Jul-63,Sun,battle,Union,Confederates,,Union forces capture John Hunt Morgan & end his campaign,Ohio,New Lisbon,civil war,,,500,300,101,99,5000,0,8,3,Faust,,
26-Jul-63,Sun,battle,American Indians,Union,,Sioux tribes battle Union forces,North Dakota,Dead Buffalo Lake,Indian rising,,,3001,0,101,31,2500,0,8,3,Arnold & Wiener,,
27-Jul-63,Mon,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
27-Jul-63,Mon,siege,Union,Confederates,,siege of Battery Wagner,South Carolina,Charleston,civil war,,,1300,0,0,0,6000,0,0,0,Faust,,
28-Jul-63,Tue,obstruction,Union,Confederates,,blockade of Atlantic & Gulf coasts continues,Atlantic & Gulf coasts,,,,,0,0,0,0,1001,0,0,0,Bowman,,
28-Jul-63,Tue,siege,Union,Confederates,,siege of Battery Wagner,South Carolina,Charleston,civil war,,,1300,0,0,0,6000,0,0,0,Faust,,
28-Jul-63,Tue,raid,Confederates,Union,,Mosby's raiders attack Union rearguard,Virginia,Manassas Gap,civil war,,,300,0,3,1,5000,0,101,31,Bowman,,
28-Jul-63,Tue,battle,American Indians,Union,,Sioux tribes battle Union forces,North Dakota,Stony Lake,Indian rising,,,3001,0,101,31,2500,0,8,3,Arnold & Wiener,,
